Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
15,3,Education,CEO,Insurance,C,HR,Doctorate,Botony,Lucknow,2005.0,Botony,Lucknow,2014.0,,,,Jaipur,Mangalore,2489373,N,B,5,0,0,0,3360653
16,9,HR,Head,Training,L,Product Manager,PG,Arts,Mumbai,1996.0,Arts,Mumbai,1998.0,Arts,Ahmedabad,2004.0,Jaipur,Lucknow,3710038,Y,Key_Performer,3,8,0,0,4897250
16,11,Marketing,Others,Aviation,A,Web Designer,Grad,Economics,Pune,1998.0,Economics,Pune,2000.0,Economics,Surat,2004.0,Surat,Nagpur,2580740,N,B,6,6,0,0,3225925
21,15,Banking,Analyst,Automobile,O,Data Analyst,Under Grad,,,,,,,,,,Bangalore,Surat,1580151,N,D,4,5,1,0,1817173
6,0,Analytics/BI,Analyst,Telecom,J,Research Analyst,Grad,Statistics,Ahmedabad,2007.0,Statistics,Ahmedabad,2009.0,Statistics,Nagpur,2014.0,Bhubaneswar,Jaipur,929406,N,C,3,7,4,0,1068816
11,9,Top Management,Sr. Business Analyst,IT,B,Others,PG,Engineering,Bangalore,2001.0,Engineering,Bangalore,2003.0,Engineering,Guwahati,2009.0,Guwahati,Delhi,1574106,N,D,2,8,0,0,1882630
21,6,Engineering,Sales Execituve,Telecom,O,HR,Under Grad,,,,,,,,,,Kanpur,Bhubaneswar,2799310,N,D,2,5,2,0,3219206
3,3,Healthcare,Financial Analyst,BFSI,E,Others,PG,Sociology,Pune,2008.0,Sociology,Pune,2010.0,Sociology,Guwahati,2017.0,Surat,Mumbai,754361,N,D,3,4,0,0,902215
20,7,Accounts,Scientist,Aviation,G,Data Analyst,Doctorate,Chemistry,Surat,2000.0,Chemistry,Surat,2020.0,,,,Nagpur,Jaipur,3555156,N,D,6,0,0,1,4415503
11,0,Top Management,Area Sales Manager,IT,J,fresher,Doctorate,Sociology,Bangalore,2002.0,Sociology,Bangalore,2004.0,Others,Guwahati,2009.0,Mumbai,Mangalore,2098863,Y,Key_Performer,5,6,0,0,2938408
12,7,Sales,Senior Researcher,Automobile,C,Others,Grad,Sociology,Lucknow,2002.0,Sociology,Lucknow,2004.0,Sociology,Kolkata,2008.0,Bangalore,Nagpur,1999426,N,A,3,5,0,0,2499282
16,13,Marketing,Sales Manager,IT,E,Marketing Manager,Doctorate,Economics,Bangalore,1998.0,Economics,Bangalore,2000.0,Economics,Ahmedabad,2004.0,Delhi,Mangalore,3768427,N,D,4,4,0,0,4680386
21,6,Analytics/BI,Analyst,Insurance,N,Assistant Manager,Grad,Psychology,Nagpur,1990.0,Psychology,Nagpur,1992.0,Psychology,Kolkata,1999.0,Kanpur,Bhubaneswar,2246332,N,D,3,3,1,0,2583281
6,4,Education,Consultant,IT,L,fresher,Under Grad,,,,,,,,,,Bangalore,Jaipur,983465,Y,Key_Performer,1,4,4,0,1329644
22,12,Banking,Sales Execituve,Others,K,Consultant,Grad,Mathematics,Jaipur,1992.0,Mathematics,Jaipur,1994.0,Mathematics,Mangalore,1998.0,Lucknow,Lucknow,2389067,Y,A,4,8,0,0,3058005
20,2,Healthcare,Head,Training,G,Web Designer,Doctorate,Engineering,Delhi,1994.0,Engineering,Delhi,1996.0,Engineering,Nagpur,2000.0,Mangalore,Surat,2948634,N,C,2,8,0,0,3662203
17,4,Top Management,Sr. Business Analyst,Others,F,CA,PG,Statistics,Mumbai,2003.0,Statistics,Mumbai,2012.0,,,,Lucknow,Mumbai,3867784,N,Key_Performer,4,0,0,0,5028119
20,6,Sales,Business Analyst,IT,L,Others,Grad,Economics,Bangalore,1991.0,Others,Bangalore,1993.0,Zoology,Guwahati,2000.0,Kanpur,Kolkata,2748142,Y,C,2,4,0,0,3236212
8,6,Accounts,Sales Execituve,Training,F,Director,PG,Economics,Bangalore,2004.0,Economics,Bangalore,2006.0,Economics,Delhi,2012.0,Lucknow,Pune,1018666,Y,Key_Performer,3,6,0,0,1398424
9,3,Banking,Senior Researcher,Aviation,B,Manager,PG,Zoology,Bhubaneswar,2011.0,Zoology,Bhubaneswar,2015.0,,,,Mumbai,Kanpur,1217911,N,B,1,0,1,0,1583284
15,6,Analytics/BI,Analyst,Training,P,HR,PG,Statistics,Jaipur,1999.0,Statistics,Jaipur,2001.0,Statistics,Kolkata,2005.0,Bangalore,Ahmedabad,2085267,N,A,2,3,3,0,2710847
21,12,Sales,Bio statistician,Retail,D,Assistant Manager,PG,Statistics,Kolkata,1999.0,Statistics,Kolkata,2016.0,,,,Chennai,Guwahati,2887301,Y,B,3,1,1,0,3811237
20,19,HR,Sales Execituve,Others,K,Product Manager,PG,Mathematics,Delhi,1991.0,Mathematics,Delhi,1993.0,Mathematics,Mangalore,2000.0,Ahmedabad,Jaipur,3737951,Y,Key_Performer,6,8,0,0,4934095
7,5,Marketing,Others,Automobile,O,Sr.Manager,Under Grad,,,,,,,,,,Ahmedabad,Delhi,718090,N,B,2,5,2,0,897612
25,4,Marketing,Business Analyst,Training,O,Manager,Under Grad,,,,,,,,,,Bangalore,Nagpur,1621584,N,A,6,3,2,0,2026980
24,11,Healthcare,Business Analyst,Analytics,N,Others,Doctorate,Mathematics,Lucknow,1987.0,Mathematics,Lucknow,1989.0,Mathematics,Guwahati,1996.0,Jaipur,Guwahati,2902052,Y,B,2,5,0,0,4062872
5,4,Marketing,Sales Execituve,Aviation,B,fresher,Under Grad,,,,,,,,,,Jaipur,Ahmedabad,569734,N,D,5,4,2,0,655194
24,7,Marketing,CEO,BFSI,N,Assistant Manager,Grad,Psychology,Guwahati,1987.0,Psychology,Guwahati,1989.0,Others,Kolkata,1996.0,Delhi,Lucknow,2589771,Y,Key_Performer,5,5,1,0,3314906
6,3,Top Management,Financial Analyst,Retail,O,Consultant,Grad,Economics,Mangalore,2007.0,Economics,Mangalore,2009.0,Economics,Ahmedabad,2014.0,Ahmedabad,Delhi,1284833,Y,B,5,7,0,0,1644586
3,0,Others,Others,Automobile,A,fresher,PG,Zoology,Delhi,2017.0,,,,,,,Jaipur,Ahmedabad,678444,N,B,1,0,0,0,881977
21,0,Engineering,Others,BFSI,P,Product Manager,Grad,Sociology,Jaipur,1999.0,,,,,,,Kolkata,Mangalore,2448060,N,C,3,1,0,0,2815269
5,5,Education,Financial Analyst,Automobile,N,Consultant,PG,Economics,Pune,2006.0,Economics,Pune,2008.0,Economics,Pune,2015.0,Mangalore,Pune,647073,Y,B,2,7,0,0,854136
8,7,Healthcare,Sales Execituve,Aviation,H,Others,Doctorate,Mathematics,Mangalore,2004.0,Mathematics,Mangalore,2006.0,Mathematics,Ahmedabad,2012.0,Mangalore,Chennai,1642482,N,C,5,7,0,0,2039962
16,5,Healthcare,Others,BFSI,G,Medical Officer,Grad,Zoology,Mangalore,1995.0,Zoology,Mangalore,1997.0,Zoology,Ahmedabad,2004.0,Bhubaneswar,Nagpur,2312233,N,C,4,7,0,0,2659067
12,10,HR,Head,Automobile,H,Data Analyst,Grad,Others,Surat,2000.0,Economics,Surat,2002.0,Botony,Mangalore,2008.0,Kolkata,Chennai,1922202,Y,C,2,8,2,1,2263585
9,2,Banking,Financial Analyst,Retail,P,Director,Doctorate,Economics,Bhubaneswar,2005.0,Economics,Bhubaneswar,2007.0,Economics,Pune,2011.0,Delhi,Kolkata,2130916,Y,Key_Performer,4,6,0,0,2983282
2,2,Engineering,Business Analyst,IT,B,Network Engineer,PG,Economics,Lucknow,2010.0,Economics,Lucknow,2012.0,Economics,Mumbai,2018.0,Jaipur,Surat,432401,Y,C,2,3,1,0,537042
23,16,Education,Project Manager,Analytics,J,Network Engineer,Doctorate,Economics,Delhi,1997.0,Economics,Delhi,2012.0,,,,Chennai,Bangalore,3354441,Y,Key_Performer,3,1,0,0,4696217
4,4,HR,Scientist,BFSI,C,Marketing Manager,Grad,Arts,Guwahati,2008.0,Arts,Guwahati,2010.0,Arts,Pune,2016.0,Kanpur,Chennai,511521,N,B,3,4,0,0,639401
3,0,Engineering,Sales Manager,Training,N,Software Developer,Grad,Mathematics,Surat,2009.0,Mathematics,Surat,2011.0,Mathematics,Bangalore,2017.0,Mangalore,Jaipur,646991,Y,B,2,6,1,0,828148
1,0,Sales,Scientist,Aviation,P,Assistant Manager,Doctorate,Economics,Mumbai,2011.0,Economics,Mumbai,2013.0,Others,Pune,2019.0,Mangalore,Kanpur,876746,N,C,2,8,0,1,1064720
12,4,HR,Consultant,BFSI,O,Marketing Manager,Under Grad,,,,,,,,,,Mangalore,Delhi,1213149,N,D,3,4,1,0,1395121
20,14,Marketing,Sales Manager,Others,E,Manager,PG,Psychology,Lucknow,2000.0,,,,,,,Chennai,Chennai,2472719,N,D,4,1,1,0,2957371
9,5,,Senior Researcher,IT,L,Sr.Manager,Under Grad,,,,,,,,,,Mangalore,Surat,1357994,N,C,4,2,2,0,1561693
12,4,HR,CEO,IT,A,Consultant,PG,Chemistry,Bangalore,1999.0,Chemistry,Bangalore,2001.0,Chemistry,Ahmedabad,2008.0,Bangalore,Kanpur,1952173,N,A,2,3,1,0,2537824
25,8,Engineering,Financial Analyst,FMCG,F,Marketing Manager,Under Grad,,,,,,,,,,Pune,Kolkata,2614670,N,C,6,6,0,0,3006870
15,9,HR,Analyst,FMCG,I,fresher,PG,Arts,Delhi,1998.0,Arts,Delhi,2000.0,Arts,Guwahati,2005.0,Jaipur,Kolkata,1919118,N,C,2,4,0,0,2295265
6,2,,Sales Manager,Others,O,Research Analyst,PG,Zoology,Mumbai,2005.0,Zoology,Mumbai,2007.0,Zoology,Bhubaneswar,2014.0,Delhi,Guwahati,1247486,N,B,4,3,2,0,1621731
7,4,Analytics/BI,Business Analyst,FMCG,I,Consultant,PG,Mathematics,Delhi,2004.0,Others,Delhi,2006.0,Mathematics,Jaipur,2013.0,Mangalore,Mumbai,2041707,Y,D,4,7,0,0,2479448
5,0,IT-Software,Others,Analytics,M,Others,Grad,Others,Delhi,2008.0,Sociology,Delhi,2010.0,Zoology,Kolkata,2015.0,Bangalore,Nagpur,644938,N,D,4,3,0,0,741678
8,3,Sales,Sales Execituve,Insurance,E,fresher,Grad,Psychology,Bhubaneswar,2003.0,Others,Bhubaneswar,2005.0,Chemistry,Bangalore,2012.0,Pune,Jaipur,952218,Y,Key_Performer,5,8,0,0,1267592
7,1,Sales,Analyst,Others,M,Sr.Manager,Under Grad,,,,,,,,,,Delhi,Surat,950769,N,C,4,4,1,0,1093384
10,2,HR,Consultant,Training,K,Director,Under Grad,,,,,,,,,,Jaipur,Kanpur,1629009,Y,Key_Performer,6,8,3,0,2117711
15,14,Accounts,Business Analyst,Training,G,Research Analyst,Under Grad,,,,,,,,,,Delhi,Delhi,2709161,N,Key_Performer,6,2,2,0,3386451
25,24,Top Management,Consultant,Retail,O,Web Designer,Grad,Others,Bangalore,1986.0,Chemistry,Bangalore,1988.0,Botony,Lucknow,1995.0,Surat,Delhi,2518130,Y,Key_Performer,2,4,2,0,3223206
5,5,,Sales Manager,Others,I,Medical Officer,Under Grad,,,,,,,,,,Kolkata,Ahmedabad,693656,N,C,4,0,0,0,797704
3,3,Analytics/BI,Analyst,FMCG,F,Product Manager,Grad,Botony,Surat,2017.0,,,,,,,Kanpur,Ahmedabad,663512,N,A,3,1,0,0,829390
0,0,,,,,fresher,Under Grad,,,,,,,,,,Guwahati,Mumbai,0,N,,0,0,0,0,399769
1,1,Banking,Team Lead,Telecom,C,Software Developer,Under Grad,,,,,,,,,,Mangalore,Kanpur,448413,Y,B,2,4,1,0,582936
9,2,Healthcare,Others,Training,F,Sr.Manager,Doctorate,Sociology,Nagpur,2004.0,Sociology,Nagpur,2006.0,Sociology,Jaipur,2011.0,Nagpur,Guwahati,1743019,Y,Key_Performer,1,5,0,0,2440226
18,9,Marketing,Financial Analyst,Telecom,E,Network Engineer,Doctorate,Engineering,Lucknow,1993.0,Engineering,Lucknow,1995.0,Others,Nagpur,2002.0,Chennai,Kanpur,3685236,Y,A,6,8,0,0,5159330
14,0,Banking,Sales Execituve,Telecom,J,Sr.Manager,PG,Economics,Pune,2000.0,Economics,Pune,2002.0,Economics,Jaipur,2006.0,Jaipur,Surat,1496993,Y,C,6,4,0,0,1817948
15,2,HR,Others,Telecom,P,Data Analyst,Under Grad,,,,,,,,,,Mumbai,Delhi,1436414,N,D,6,6,2,0,1651876
23,1,Banking,Business Analyst,IT,H,Product Manager,PG,Botony,Jaipur,1988.0,Botony,Jaipur,1990.0,Botony,Delhi,1997.0,Surat,Bangalore,3372907,N,C,3,3,0,0,4033996
2,0,Engineering,Business Analyst,Analytics,F,Marketing Manager,Doctorate,Statistics,Pune,2009.0,Statistics,Pune,2011.0,Statistics,Jaipur,2018.0,Surat,Kolkata,469358,Y,B,2,3,0,0,657101
5,0,Analytics/BI,Data scientist,Automobile,B,Marketing Manager,PG,Others,Ahmedabad,2009.0,Botony,Ahmedabad,2011.0,Others,Bhubaneswar,2015.0,Guwahati,Jaipur,1134874,Y,Key_Performer,3,6,1,1,1557955
3,3,Sales,Associate,Automobile,O,Research Scientist,Grad,Psychology,Surat,2017.0,Psychology,Surat,2016.0,,,,Mumbai,Surat,620441,N,D,1,0,0,0,713507
22,5,Top Management,Sales Execituve,IT,I,fresher,Grad,Zoology,Surat,1990.0,Zoology,Surat,1992.0,Zoology,Nagpur,1998.0,Kolkata,Chennai,2431711,N,B,6,6,0,0,3039638
8,0,HR,Bio statistician,IT,D,Consultant,PG,Others,Mumbai,2003.0,Psychology,Mumbai,2005.0,Arts,Bhubaneswar,2012.0,Kolkata,Delhi,929219,Y,A,5,8,0,0,1275631
1,0,IT-Software,Associate,Analytics,C,Assistant Manager,Doctorate,Mathematics,Mumbai,2019.0,Mathematics,Mumbai,2015.0,,,,Ahmedabad,Guwahati,769909,Y,D,2,1,0,0,991642
21,19,Sales,Others,Retail,I,Consultant,Under Grad,,,,,,,,,,Guwahati,Guwahati,1476233,N,D,5,7,0,0,1697667
12,0,Marketing,Business Analyst,Retail,E,Data Analyst,Doctorate,Engineering,Delhi,2001.0,Engineering,Delhi,2003.0,Engineering,Mumbai,2008.0,Mangalore,Bangalore,2450598,Y,D,3,3,0,0,3156370
13,13,Healthcare,Team Lead,Automobile,I,Assistant Manager,Grad,Arts,Lucknow,2007.0,Arts,Lucknow,2016.0,,,,Mangalore,Lucknow,1842200,N,B,5,0,0,0,2302750
16,6,Engineering,Others,Others,C,Medical Officer,Doctorate,Sociology,Delhi,1996.0,Sociology,Delhi,1998.0,Sociology,Kolkata,2004.0,Mangalore,Delhi,2833826,Y,Key_Performer,6,8,0,0,3967356
0,0,,,,,fresher,PG,Chemistry,Kolkata,2020.0,Chemistry,Kolkata,2022.0,,,,Chennai,Mangalore,0,N,,0,0,0,0,390616
24,17,Others,Head,BFSI,L,Others,PG,Mathematics,Bhubaneswar,1988.0,Mathematics,Bhubaneswar,1990.0,Mathematics,Delhi,1996.0,Guwahati,Nagpur,3181714,Y,C,2,7,0,0,3863873
18,17,Others,Sales Manager,Others,H,Product Manager,Grad,Others,Mumbai,1993.0,Engineering,Mumbai,1995.0,Others,Jaipur,2002.0,Chennai,Bhubaneswar,2589691,Y,Key_Performer,4,5,0,0,3314804
10,4,Marketing,Business Analyst,FMCG,L,Director,Under Grad,,,,,,,,,,Mangalore,Chennai,1540685,Y,D,3,4,2,0,1842659
25,10,Education,Consultant,Aviation,O,Manager,Doctorate,Botony,Surat,1995.0,Botony,Surat,2012.0,,,,Jaipur,Pune,2493017,N,A,5,2,0,0,3365572
12,12,Others,Consultant,Insurance,J,Medical Officer,Doctorate,Botony,Ahmedabad,2008.0,Botony,Ahmedabad,2012.0,,,,Lucknow,Kanpur,1514852,N,B,3,1,0,0,2045050
8,4,Banking,Sales Manager,Others,J,Research Analyst,Grad,Mathematics,Pune,2003.0,Mathematics,Pune,2005.0,Mathematics,Bhubaneswar,2012.0,Pune,Bangalore,1089985,Y,B,5,6,4,0,1395180
4,0,Marketing,,Others,B,Manager,Doctorate,Engineering,Surat,2009.0,Engineering,Surat,2011.0,Engineering,Guwahati,2016.0,Bangalore,Surat,975413,Y,C,2,8,0,0,1256331
16,10,Education,Project Manager,Insurance,D,Software Developer,Grad,Chemistry,Mumbai,1996.0,Chemistry,Mumbai,1998.0,Chemistry,Mangalore,2004.0,Delhi,Nagpur,1518444,N,C,2,5,4,0,1746210
21,10,HR,Sales Manager,IT,N,Product Manager,PG,Engineering,Mangalore,1991.0,Engineering,Mangalore,1993.0,Engineering,Pune,1999.0,Surat,Mangalore,3267137,Y,C,2,8,0,0,3967611
14,6,,Head,IT,E,Others,Doctorate,Botony,Guwahati,1998.0,Others,Guwahati,2000.0,Arts,Lucknow,2006.0,Mumbai,Kanpur,1582214,N,D,3,6,0,1,1965109
11,2,Banking,Others,Retail,C,Marketing Manager,Grad,Zoology,Jaipur,2000.0,Zoology,Jaipur,2002.0,Zoology,Mangalore,2009.0,Pune,Bhubaneswar,2055568,N,D,2,3,0,0,2363903
1,1,Others,Bio statistician,Aviation,C,Sr.Manager,Doctorate,Arts,Nagpur,2019.0,,,,,,,Kolkata,Jaipur,712777,N,B,2,0,0,0,890971
21,13,IT-Software,Team Lead,Training,N,Assistant Manager,Doctorate,Others,Lucknow,1990.0,Mathematics,Lucknow,1992.0,Psychology,Kolkata,1999.0,Lucknow,Jaipur,2927473,N,C,4,8,0,0,3635921
16,13,Accounts,Consultant,IT,I,Others,Doctorate,Others,Delhi,1998.0,Chemistry,Delhi,2000.0,Others,Bhubaneswar,2004.0,Lucknow,Lucknow,3029020,Y,D,4,3,0,0,3901377
8,0,Analytics/BI,Financial Analyst,IT,M,Consultant,Doctorate,Mathematics,Bangalore,2003.0,Mathematics,Bangalore,2005.0,Mathematics,Ahmedabad,2012.0,Mangalore,Jaipur,1576260,N,D,5,8,0,0,1957714
2,2,Analytics/BI,Consultant,Analytics,F,Network Engineer,Grad,Engineering,Pune,2011.0,Engineering,Pune,2013.0,Engineering,Bangalore,2018.0,Ahmedabad,Mumbai,405463,N,D,3,8,0,0,466282
7,4,Healthcare,Consultant,BFSI,O,Others,Doctorate,Statistics,Guwahati,2006.0,Statistics,Guwahati,2008.0,Statistics,Delhi,2013.0,Ahmedabad,Bangalore,1618441,Y,Key_Performer,2,4,0,0,2356450
10,7,Marketing,Project Manager,Training,C,Sr.Manager,PG,Statistics,Guwahati,2003.0,Statistics,Guwahati,2005.0,Statistics,Ahmedabad,2010.0,Chennai,Guwahati,1603832,N,D,2,4,0,0,1918183
12,6,Analytics/BI,Team Lead,FMCG,E,Research Scientist,Grad,Arts,Guwahati,2008.0,Arts,Guwahati,2019.0,,,,Pune,Nagpur,2049864,N,B,4,2,0,0,2562330
5,0,Others,Associate,Automobile,N,fresher,Grad,Sociology,Delhi,2007.0,Sociology,Delhi,2009.0,Sociology,Mangalore,2015.0,Mangalore,Nagpur,589705,N,A,6,7,0,0,766616
20,17,Sales,Team Lead,Automobile,F,Others,Grad,Others,Guwahati,1992.0,Chemistry,Guwahati,1994.0,Chemistry,Kolkata,2000.0,Chennai,Nagpur,2497386,Y,C,5,7,0,0,2940921
9,3,Education,Others,Others,M,CA,Grad,Engineering,Bangalore,2004.0,Engineering,Bangalore,2006.0,Others,Bhubaneswar,2011.0,Mumbai,Guwahati,1118344,N,B,4,8,0,0,1397930
25,14,Others,CEO,Retail,L,Research Analyst,PG,Chemistry,Surat,1988.0,Chemistry,Surat,1990.0,Chemistry,Surat,1995.0,Ahmedabad,Jaipur,3376035,Y,Key_Performer,6,3,0,0,4456366
6,2,Others,Bio statistician,Automobile,I,Assistant Manager,Under Grad,,,,,,,,,,Chennai,Pune,746562,Y,Key_Performer,1,5,1,0,1009351
0,0,,,,,fresher,PG,Mathematics,Kolkata,2011.0,Mathematics,Kolkata,2013.0,Mathematics,Kolkata,2020.0,Bhubaneswar,Kanpur,0,N,,0,3,1,0,600890
12,6,HR,Team Lead,IT,F,Sr.Manager,Grad,Arts,Kolkata,1999.0,Arts,Kolkata,2001.0,Arts,Guwahati,2008.0,Mangalore,Ahmedabad,2042492,N,A,6,3,0,0,2553115
9,6,Banking,Bio statistician,Others,L,Manager,PG,Chemistry,Guwahati,2004.0,Chemistry,Guwahati,2006.0,Chemistry,Kolkata,2011.0,Bhubaneswar,Surat,1320247,N,A,5,8,0,0,1716321
3,3,Engineering,Consultant,Aviation,C,Assistant Manager,Under Grad,,,,,,,,,,Jaipur,Guwahati,584339,N,D,1,0,3,0,671989
0,0,,,,,fresher,PG,Arts,Mumbai,2020.0,,,,,,,Chennai,Mangalore,0,N,,0,0,1,0,311990
25,19,Education,Team Lead,Telecom,A,HR,PG,Engineering,Mumbai,1986.0,Engineering,Mumbai,1988.0,Engineering,Surat,1995.0,Kanpur,Bangalore,1968854,N,A,6,3,0,0,2559510
16,4,Education,CEO,Automobile,K,Consultant,Under Grad,,,,,,,,,,Ahmedabad,Mangalore,2723871,N,B,3,2,0,1,3404838
10,9,Analytics/BI,Data scientist,Aviation,J,Data Analyst,PG,Others,Nagpur,2003.0,Others,Nagpur,2005.0,Others,Bhubaneswar,2010.0,Pune,Bangalore,2478353,N,A,5,4,1,1,3221858
7,1,HR,Bio statistician,Telecom,P,Research Analyst,Doctorate,Psychology,Kolkata,2006.0,Psychology,Kolkata,2008.0,Psychology,Mangalore,2013.0,Kolkata,Kanpur,1480647,N,B,2,5,0,0,1998873
7,3,HR,Financial Analyst,Aviation,B,HR,Doctorate,Others,Ahmedabad,2004.0,Botony,Ahmedabad,2006.0,Zoology,Lucknow,2013.0,Kanpur,Ahmedabad,1499809,N,D,2,7,0,0,1862762
7,0,Sales,Analyst,IT,G,Medical Officer,Doctorate,Arts,Bangalore,2005.0,Arts,Bangalore,2007.0,Arts,Guwahati,2013.0,Nagpur,Chennai,1681708,N,A,3,3,0,0,2361118
9,7,Healthcare,Analyst,Aviation,H,fresher,PG,Botony,Mumbai,2011.0,Botony,Mumbai,2022.0,,,,Jaipur,Mangalore,912372,N,Key_Performer,4,1,1,0,1186083
17,8,Sales,Others,BFSI,D,Manager,Grad,Sociology,Bangalore,1995.0,Sociology,Bangalore,1997.0,Sociology,Mumbai,2003.0,Chennai,Surat,2534059,N,C,3,4,0,0,2914167
21,15,IT-Software,Business Analyst,Training,I,Product Manager,Grad,Engineering,Kolkata,1991.0,Engineering,Kolkata,1993.0,Engineering,Pune,1999.0,Kanpur,Pune,2590453,N,D,3,8,0,0,2979020
15,12,Others,Bio statistician,Aviation,P,Assistant Manager,Doctorate,Statistics,Mangalore,1997.0,Statistics,Mangalore,1999.0,Statistics,Guwahati,2005.0,Chennai,Mumbai,1736332,N,B,6,4,0,0,2344048
16,3,Banking,Sales Execituve,Training,N,CA,Doctorate,Others,Kolkata,1996.0,Engineering,Kolkata,1998.0,Others,Pune,2004.0,Bangalore,Ahmedabad,3641182,N,C,6,7,0,0,4522348
7,0,Top Management,Scientist,Retail,A,fresher,PG,Sociology,Surat,2004.0,Sociology,Surat,2006.0,Sociology,Bangalore,2013.0,Bhubaneswar,Bangalore,1378180,N,D,6,6,0,1,1648303
15,6,Healthcare,Research Scientist,Automobile,I,Consultant,Doctorate,Botony,Pune,2005.0,Botony,Pune,2015.0,,,,Surat,Ahmedabad,2167898,N,Key_Performer,6,2,0,0,2926662
7,6,Others,Business Analyst,Insurance,P,fresher,PG,Arts,Lucknow,2007.0,Arts,Lucknow,2009.0,Arts,Bhubaneswar,2013.0,Delhi,Kolkata,1313331,N,D,3,5,0,0,1570743
14,6,Marketing,Consultant,Telecom,O,Assistant Manager,Doctorate,Statistics,Kolkata,1997.0,Statistics,Kolkata,1999.0,Statistics,Ahmedabad,2006.0,Lucknow,Mumbai,2237988,Y,Key_Performer,5,7,0,0,3133183
2,1,Marketing,Team Lead,FMCG,A,Sr.Manager,PG,Botony,Surat,2010.0,Botony,Surat,2012.0,Others,Guwahati,2018.0,Ahmedabad,Mumbai,619934,Y,B,2,7,2,0,818312
24,18,IT-Software,Project Manager,IT,O,Others,Doctorate,Statistics,Jaipur,1988.0,Others,Jaipur,1990.0,Mathematics,Ahmedabad,1996.0,Bangalore,Chennai,3847024,Y,A,6,3,0,0,5385833
23,14,Engineering,Sales Execituve,IT,O,Research Analyst,PG,Others,Pune,1990.0,Economics,Pune,1992.0,Zoology,Lucknow,1997.0,Nagpur,Guwahati,3141116,N,A,6,8,0,0,4083450
17,15,Top Management,Senior Researcher,Training,H,fresher,PG,Botony,Lucknow,2003.0,,,,,,,Bangalore,Bangalore,2401507,N,A,3,0,2,0,3121959
25,19,Top Management,Area Sales Manager,Others,E,Product Manager,PG,Chemistry,Guwahati,1989.0,Chemistry,Guwahati,1991.0,Chemistry,Delhi,1995.0,Jaipur,Pune,3906852,Y,Key_Performer,6,7,1,0,5157044
19,3,Others,Sales Manager,Others,N,HR,PG,Sociology,Surat,2001.0,,,,,,,Jaipur,Pune,2808115,N,A,5,1,0,0,3650549
1,1,Banking,Sales Manager,Retail,N,Marketing Manager,Doctorate,Psychology,Surat,2012.0,Others,Surat,2014.0,Botony,Delhi,2019.0,Ahmedabad,Lucknow,792545,N,C,1,8,0,0,911426
14,0,HR,Senior Researcher,Retail,D,Research Scientist,Grad,Botony,Mumbai,2006.0,Botony,Mumbai,2009.0,,,,Mumbai,Delhi,1906399,N,D,6,1,0,0,2192358
3,2,Analytics/BI,Business Analyst,Training,E,Consultant,PG,Botony,Surat,2008.0,Botony,Surat,2010.0,Botony,Kolkata,2017.0,Mumbai,Chennai,642110,N,B,2,8,1,0,834743
13,4,Education,Senior Researcher,Analytics,A,fresher,Grad,Botony,Mumbai,2007.0,,,,,,,Mumbai,Delhi,1800547,N,C,3,1,0,0,2070629
25,6,Healthcare,Analyst,Aviation,H,Consultant,Under Grad,,,,,,,,,,Lucknow,Delhi,1474003,N,D,4,3,3,0,1695103
25,9,Marketing,Bio statistician,IT,F,Manager,PG,Arts,Lucknow,1989.0,Others,Lucknow,1991.0,Others,Nagpur,1995.0,Pune,Bangalore,3768437,Y,Key_Performer,6,6,1,0,4974336
25,14,Banking,Business Analyst,FMCG,D,Sr.Manager,Grad,Others,Mumbai,1987.0,Statistics,Mumbai,1989.0,Others,Mangalore,1995.0,Pune,Kolkata,2488953,N,B,6,7,0,0,3111191
5,3,Healthcare,Associate,FMCG,P,Marketing Manager,Grad,Chemistry,Bhubaneswar,2008.0,Others,Bhubaneswar,2010.0,Botony,Jaipur,2015.0,Bhubaneswar,Delhi,657982,N,C,2,5,0,0,756679
11,8,Healthcare,Head,IT,K,fresher,Grad,Arts,Kolkata,2000.0,Arts,Kolkata,2002.0,Arts,Delhi,2009.0,Nagpur,Bhubaneswar,1908830,N,C,2,8,0,0,2195154
24,7,IT-Software,Head,Others,L,CA,PG,Statistics,Delhi,1996.0,Statistics,Delhi,2016.0,,,,Surat,Mangalore,3076405,N,Key_Performer,3,0,1,1,3999326
18,5,,Project Manager,FMCG,O,Manager,Under Grad,,,,,,,,,,Delhi,Chennai,2059731,N,B,4,3,2,0,2574663
6,6,Marketing,Project Manager,IT,C,Consultant,Under Grad,,,,,,,,,,Mumbai,Surat,695495,N,C,5,6,3,0,799819
1,0,Education,Sales Manager,Insurance,J,Medical Officer,PG,Zoology,Surat,2010.0,Zoology,Surat,2012.0,Zoology,Pune,2019.0,Pune,Pune,434513,Y,B,1,5,0,0,573557
